customer_id,province,city,occupation_code,account_age,birth_business_age,transaction_count_ABM,transaction_count_EFT,transaction_count_EMT,debit_transaction_count,debit_transaction_amount,credit_transaction_count,credit_transaction_amount,average_debit_transaction_amount,average_credit_transaction_amount,unique_transaction_cities,unique_transaction_provinces,multi_country_transactions,card_ecommerce_count,card_non_ecommerce_count,card_mcc_diversity_count,card_top_mcc_weight,card_top_mcc,abm_cash_count,Averagetime_between_transaction_day,std_time_between_transactions,median_time_between_transactions,pct_transactions_top10_busiest_days,cheque_user,western_union_user,wire_user
SYNID0104336476,BC,other,UNEMPLOYED,8.55,64.06,2.0,10.0,21.0,119.0,1165092.0,15.0,2154442.0,9790.689075630253,143629.46666666667,38.0,10.0,1.0,14.0,85.0,31.0,0.1414141414141414,5814,1.0,0.6793360136452242,0.652272660974199,0.5965046296296296,20.149253731343283,1.0,0.0,0.0
SYNID0104336737,ON,other,OTHER,18.69,93.2,0.0,27.0,0.0,15.0,296618.0,12.0,2907303.0,19774.533333333333,242275.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,3.2692543625356123,3.6997549088555455,1.0288252314814814,25.925925925925924,0.0,0.0,0.0
SYNID0104336848,other,other,RETIRED,32.53,77.02,2.0,16.0,8.0,122.0,1344266.0,16.0,1875850.25,11018.573770491805,117240.640625,35.0,10.0,1.0,14.0,96.0,28.0,0.1818181818181818,5814,2.0,0.6693137503379292,0.6682990594384419,0.5114699074074074,22.463768115942027,1.0,0.0,0.0
SYNID0104337089,AB,CALGARY,UNEMPLOYED,35.73,62.53,3.0,3.0,0.0,6.0,55371.98,6.0,537942.0,9228.663333333332,89657.0,3.0,4.0,1.0,0.0,2.0,2.0,0.5,5411,2.0,8.05983691077441,8.195960491792135,4.116689814814815,25.0,1.0,0.0,0.0
SYNID0104337505,ON,TORONTO,9201,3.89,43.31,0.0,12.0,21.0,14.0,278931.0,20.0,961015.0,19923.64285714286,48050.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.61167297979798,3.931817876733039,1.2344791666666666,20.588235294117645,1.0,0.0,0.0
SYNID0104337597,other,other,OTHER,36.21,54.0,1.0,24.0,12.0,336.0,2568004.57,22.0,2547596.0,7642.870744047618,115799.81818181818,59.0,16.0,1.0,49.0,271.0,51.0,0.153125,5814,1.0,0.256389764239029,0.2878030500446132,0.1382523148148148,20.949720670391063,1.0,0.0,0.0
SYNID0104337810,ON,other,10019,24.64,39.56,4.0,27.0,25.0,53.0,1035593.25,28.0,1621307.0,19539.495283018867,57903.82142857143,11.0,7.0,1.0,3.0,20.0,14.0,0.217391304347826,5814,3.0,1.1386996527777775,1.1147107347229857,0.8508680555555556,24.69135802469136,1.0,0.0,0.0
SYNID0104337840,ON,other,STUDENT,3.3,30.31,0.0,22.0,4.0,14.0,246182.0,12.0,2882823.0,17584.428571428572,240235.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,3.291722222222222,2.939639844005447,2.2463078703703703,26.923076923076923,0.0,0.0,0.0
SYNID0104337883,other,other,OTHER,13.48,55.61,3.0,11.0,11.0,30.0,234498.08,15.0,1330185.0,7816.602666666668,88679.0,10.0,7.0,1.0,3.0,17.0,15.0,0.2,5814,3.0,1.977687026515152,2.2802528428614366,1.2854282407407407,22.22222222222222,0.0,0.0,0.0
SYNID0104337949,ON,TORONTO,STUDENT,1.37,14.09,0.0,0.0,13.0,19.0,187656.0,6.0,62073.0,9876.631578947368,10345.5,6.0,7.0,0.0,3.0,9.0,9.0,0.1666666666666666,0,0.0,3.550023148148148,3.108379117647341,3.095491898148148,28.000000000000004,0.0,0.0,0.0
SYNID0104337954,ON,WINDSOR,OTHER,22.23,63.29,4.0,9.0,47.0,145.0,1362283.71,27.0,1517068.0,9395.060068965517,56187.7037037037,34.0,11.0,1.0,11.0,97.0,29.0,0.2222222222222222,5814,3.0,0.5356231048299762,0.556265930839434,0.3652662037037037,23.837209302325583,1.0,0.0,1.0
SYNID0104338114,ON,TORONTO,UNEMPLOYED,19.33,64.33,2.0,3.0,0.0,27.0,109805.0,6.0,650655.0,4066.851851851852,108442.5,11.0,7.0,1.0,1.0,23.0,13.0,0.2083333333333333,5814,2.0,2.5695348668981484,2.2459109279324334,1.928449074074074,21.21212121212121,1.0,0.0,0.0
SYNID0104338284,other,other,SELF_EMPLOYED,33.77,55.85,1.0,3.0,26.0,176.0,2096750.0,18.0,612404.0,11913.352272727272,34022.444444444445,40.0,12.0,1.0,19.0,138.0,39.0,0.1528662420382165,5814,1.0,0.4712174966417194,0.5376062898519932,0.2886226851851852,20.103092783505154,1.0,0.0,0.0
SYNID0104338656,ON,other,OTHER,23.1,47.55,0.0,12.0,17.0,19.0,399636.0,17.0,564982.0,21033.473684210527,33234.23529411765,2.0,2.0,0.0,0.0,2.0,2.0,0.5,0,0.0,2.2608690476190474,2.29288157439299,1.418275462962963,19.444444444444446,1.0,0.0,0.0
SYNID0104338851,other,other,RETIRED,34.06,89.92,0.0,3.0,0.0,30.0,268937.0,1.0,296477.0,8964.566666666668,296477.0,14.0,6.0,1.0,2.0,26.0,12.0,0.25,5411,0.0,2.832641589506173,3.233577889302292,1.4931307870370372,22.58064516129032,0.0,0.0,0.0
SYNID0104338978,ON,OTTAWA,OTHER,1.93,27.13,5.0,22.0,33.0,325.0,2761111.0,37.0,1915227.0,8495.726153846153,51762.89189189189,54.0,13.0,1.0,58.0,244.0,48.0,0.162251655629139,5814,4.0,0.2535554529598851,0.2712549922267973,0.1594328703703703,19.88950276243094,0.0,0.0,0.0
SYNID0104339373,other,other,10019,11.02,48.67,0.0,0.0,0.0,3.0,27796.0,0.0,0.0,9265.333333333334,0.0,3.0,2.0,0.0,0.0,3.0,3.0,0.3333333333333333,5411,0.0,8.895902777777778,9.573636561614864,8.895902777777778,33.33333333333333,0.0,0.0,0.0
SYNID0104339696,other,other,RETIRED,33.25,70.92,2.0,67.0,0.0,36.0,20453310.0,46.0,7013202.0,568147.5,152460.91304347827,2.0,1.0,0.0,1.0,0.0,1.0,1.0,other,2.0,1.1147137917238226,1.4709025782396152,0.5966435185185185,25.60975609756097,1.0,0.0,0.0
SYNID0104339909,other,other,SELF_EMPLOYED,3.04,36.41,0.0,0.0,0.0,5.0,46172.0,2.0,28373.0,9234.4,14186.5,3.0,3.0,1.0,1.0,3.0,4.0,0.25,other,0.0,11.939508101851851,7.243508686813612,11.474467592592593,14.285714285714285,1.0,0.0,0.0
SYNID0104340116,other,other,OTHER,5.36,25.0,7.0,29.0,17.0,38.0,1063466.28,27.0,5618459.0,27985.954736842104,208091.07407407407,7.0,8.0,1.0,1.0,9.0,8.0,0.2,0,5.0,1.3734729456018515,1.475567789346482,0.8734490740740741,16.923076923076923,0.0,0.0,1.0
SYNID0104340141,ON,other,SELF_EMPLOYED,14.13,35.08,1.0,28.0,0.0,96.0,951394.0,16.0,1513766.42,9910.354166666666,94610.40125,24.0,10.0,1.0,10.0,72.0,28.0,0.1829268292682926,5814,1.0,0.8121598682015349,0.8588602153720991,0.6021296296296297,21.428571428571427,1.0,0.0,0.0
SYNID0104340147,AB,other,RETIRED,28.6,62.65,4.0,37.0,6.0,19.0,286204.54000000004,30.0,3356429.25,15063.396842105263,111880.975,3.0,4.0,0.0,0.0,1.0,1.0,1.0,other,4.0,1.8946038290895064,2.3389615105871933,1.0118923611111112,24.489795918367346,1.0,0.0,0.0
SYNID0104340310,ON,TORONTO,STUDENT,4.09,25.42,3.0,15.0,6.0,25.0,565148.89,7.0,571145.0,22605.9556,81592.14285714286,7.0,4.0,1.0,1.0,7.0,6.0,0.375,5814,3.0,2.954301075268817,2.568126990487708,2.0698842592592595,18.75,0.0,0.0,0.0
SYNID0104340316,MB,WINNIPEG,OTHER,14.63,28.79,6.0,7.0,11.0,307.0,1650424.58,13.0,372513.0,5375.975830618892,28654.846153846152,62.0,14.0,1.0,44.0,251.0,45.0,0.135593220338983,5814,6.0,0.2857548545802856,0.2989458863592015,0.1578819444444444,22.5,1.0,0.0,0.0
SYNID0104340569,ON,TORONTO,SELF_EMPLOYED,14.13,46.87,0.0,50.0,7.0,25.0,859849.0,33.0,4030972.0,34393.96,122150.66666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,1.4898081140350876,1.5177161932627432,1.0004629629629629,34.48275862068966,1.0,0.0,0.0
SYNID0104340742,other,other,OTHER,3.01,45.28,0.0,25.0,6.0,14.0,345805.0,17.0,1526084.0,24700.35714285714,89769.64705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.966650848765432,3.1041613352822064,1.69171875,29.03225806451613,0.0,0.0,0.0
SYNID0104341063,BC,other,UNEMPLOYED,4.27,52.01,0.0,26.0,131.0,275.0,4168832.0,62.0,3245089.0,15159.389090909091,52340.145161290326,45.0,12.0,1.0,33.0,147.0,46.0,0.1777777777777777,5814,0.0,0.2711812100418871,0.2778659110576474,0.1543171296296296,21.06824925816024,0.0,0.0,0.0
SYNID0104341577,BC,other,STUDENT,1.14,27.47,0.0,28.0,1.0,15.0,462908.0,17.0,1929075.0,30860.533333333333,113475.0,2.0,3.0,0.0,1.0,2.0,3.0,0.3333333333333333,5812,0.0,2.8872890531660693,2.7178849950262864,2.040046296296296,18.75,0.0,0.0,0.0
SYNID0104341773,ON,LONDON,STUDENT,2.86,23.61,7.0,40.0,16.0,42.0,516413.33,37.0,2234015.0,12295.555476190477,60378.78378378379,9.0,6.0,1.0,1.0,9.0,6.0,0.3,5411,7.0,1.165860636277303,1.212208133315908,0.7980671296296297,18.9873417721519,1.0,0.0,0.0
SYNID0104341836,ON,other,10019,6.8,26.24,6.0,55.0,2.0,333.0,3155125.49,37.0,8566881.75,9474.851321321325,231537.3445945946,62.0,14.0,1.0,30.0,277.0,49.0,0.1628664495114006,5814,4.0,0.2475936904044966,0.3061397460874941,0.1216550925925925,22.162162162162165,0.0,0.0,0.0
SYNID0104341990,other,other,OTHER,20.06,27.18,2.0,7.0,1.0,24.0,144616.0,10.0,403974.0,6025.666666666667,40397.4,8.0,7.0,1.0,5.0,18.0,15.0,0.1304347826086956,5411,1.0,2.4794269079685747,2.119351171384402,1.851736111111111,20.588235294117645,1.0,0.0,0.0
SYNID0104342512,AB,EDMONTON,OTHER,6.29,58.15,0.0,54.0,6.0,24.0,734878.0,36.0,3303374.0,30619.916666666668,91760.38888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,1.528575408035154,2.126983724274953,0.4788194444444444,23.33333333333333,0.0,0.0,0.0
SYNID0104342717,other,other,UNEMPLOYED,22.34,49.95,4.0,10.0,0.0,89.0,915428.0,5.0,765696.0,10285.70786516854,153139.2,24.0,9.0,1.0,18.0,61.0,28.0,0.2658227848101265,5814,4.0,0.968506819992035,0.9933606847221832,0.7932175925925926,22.34042553191489,1.0,0.0,0.0
SYNID0104342834,BC,VICTORIA,OTHER,6.49,51.34,6.0,13.0,12.0,208.0,1774285.91,16.0,1440629.0,8530.220721153846,90039.3125,42.0,12.0,1.0,17.0,175.0,42.0,0.1666666666666666,5814,6.0,0.410342032054476,0.4308598379312602,0.2316550925925926,22.321428571428573,1.0,0.0,0.0
SYNID0104342981,other,other,OTHER,16.33,53.4,8.0,10.0,0.0,65.0,682888.91,8.0,251882.0,10505.98323076923,31485.25,19.0,10.0,1.0,9.0,45.0,23.0,0.2222222222222222,5814,7.0,1.2385807291666666,1.185995745051264,0.9732407407407406,20.54794520547945,1.0,0.0,0.0
SYNID0104343019,other,other,OTHER,10.72,37.67,0.0,20.0,0.0,91.0,749587.0,15.0,1261475.0,8237.21978021978,84098.33333333333,28.0,12.0,1.0,11.0,69.0,27.0,0.175,5814,0.0,0.8676407627865961,0.881802215280553,0.6940856481481481,20.75471698113208,1.0,0.0,0.0
SYNID0104343047,ON,AJAX,RETIRED,25.48,93.52,0.0,9.0,1.0,15.0,539766.0,18.0,2431516.0,35984.4,135084.22222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.40625,2.6919560848643305,1.297181712962963,21.21212121212121,1.0,0.0,1.0
SYNID0104343350,AB,CALGARY,STUDENT,14.0,47.55,1.0,37.0,24.0,159.0,1342388.0,42.0,2555147.0,8442.691823899371,60836.833333333336,32.0,11.0,1.0,30.0,109.0,39.0,0.1726618705035971,5814,1.0,0.4525625,0.5220669861250508,0.2421875,22.885572139303484,0.0,0.0,0.0
SYNID0104343381,other,other,RETIRED,29.25,78.47,0.0,23.0,0.0,54.0,377183.0,11.0,1166203.0,6984.87037037037,106018.45454545454,18.0,8.0,1.0,5.0,37.0,17.0,0.2142857142857142,5814,0.0,1.4137369791666667,1.7354615216768072,0.7169270833333333,29.230769230769237,0.0,0.0,0.0
SYNID0104343499,ON,TORONTO,OTHER,13.18,49.74,0.0,2.0,9.0,4.0,24481.0,7.0,151898.0,6120.25,21699.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,7.123820601851852,6.457830319987518,3.899988425925926,18.181818181818183,0.0,0.0,0.0
SYNID0104343724,other,other,OTHER,33.11,57.58,6.0,54.0,32.0,71.0,1748985.3,47.0,3306949.0,24633.59577464789,70360.6170212766,8.0,5.0,1.0,2.0,11.0,8.0,0.3846153846153846,5814,6.0,0.768230155903767,0.8333697237801337,0.5307291666666667,22.88135593220339,1.0,0.0,0.0
SYNID0104343748,other,other,OTHER,5.7,55.75,0.0,3.0,5.0,329.0,2320885.0,9.0,456205.0,7054.36170212766,50689.444444444445,63.0,16.0,1.0,22.0,306.0,48.0,0.1768292682926829,5814,0.0,0.2707133682272777,0.3087924401338991,0.1334143518518518,17.75147928994083,1.0,0.0,0.0
SYNID0104343778,ON,MISSISSAUGA,STUDENT,8.03,47.55,0.0,0.0,19.0,227.0,1265482.0,15.0,289704.0,5574.8105726872245,19313.6,47.0,13.0,1.0,38.0,185.0,41.0,0.1973094170403587,5814,0.0,0.3791472644844014,0.4463827024539342,0.2121064814814814,22.31404958677686,0.0,0.0,0.0
SYNID0104344175,other,other,RETIRED,37.42,79.71,0.0,10.0,0.0,1.0,938.0,9.0,937731.0,938.0,104192.33333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,7.4444328703703695,5.618370289329686,6.6548032407407405,20.0,0.0,0.0,0.0
SYNID0104345534,ON,other,OTHER,2.23,54.68,8.0,0.0,14.0,23.0,117509.2,8.0,1664941.0,5109.095652173913,208117.625,10.0,5.0,1.0,2.0,7.0,7.0,0.3333333333333333,5814,8.0,2.845456404320988,3.130896237764074,1.5739641203703705,19.35483870967742,0.0,0.0,0.0
SYNID0104345712,ON,TORONTO,OTHER,19.04,44.77,1.0,5.0,1.0,41.0,167970.0,8.0,375355.0,4096.829268292683,46919.375,17.0,9.0,1.0,4.0,37.0,18.0,0.1707317073170731,5411,1.0,1.8866905381944443,1.4825486275708903,1.4376215277777775,18.367346938775512,1.0,0.0,0.0
SYNID0104345796,other,other,RETIRED,2.94,66.35,2.0,0.0,0.0,142.0,775666.0,6.0,457853.08,5462.43661971831,76308.84666666666,42.0,11.0,1.0,10.0,136.0,27.0,0.2328767123287671,5814,0.0,0.6200487370874276,0.6367301462617679,0.4840972222222222,22.972972972972972,0.0,0.0,0.0
SYNID0104345851,ON,other,OTHER,14.63,38.72,5.0,9.0,2.0,63.0,848757.75,11.0,350165.25,13472.34523809524,31833.204545454544,22.0,10.0,1.0,11.0,47.0,25.0,0.1379310344827586,5411,3.0,1.180857115677321,1.171246132297889,0.8760532407407408,20.27027027027027,0.0,0.0,0.0
SYNID0104346031,ON,AJAX,OTHER,14.13,31.78,0.0,3.0,16.0,57.0,863347.0,9.0,446325.0,15146.438596491227,49591.66666666666,14.0,9.0,1.0,8.0,39.0,16.0,0.1702127659574468,5411,0.0,1.3899729344729344,1.4361655476412862,0.932800925925926,25.75757575757576,0.0,0.0,0.0
SYNID0104346118,other,other,RETIRED,34.55,66.53,2.0,6.0,45.0,42.0,1887542.0,33.0,2120505.98,44941.47619047619,64257.756969696966,5.0,7.0,1.0,2.0,10.0,9.0,0.25,5814,2.0,1.2237804992492491,1.2533114350875614,0.8163715277777778,22.666666666666664,1.0,0.0,0.0
SYNID0104346464,ON,other,UNEMPLOYED,6.7,32.32,1.0,19.0,18.0,31.0,564808.0,21.0,1386291.0,18219.612903225807,66013.85714285714,4.0,7.0,1.0,4.0,10.0,11.0,0.1428571428571428,5411,1.0,1.7897428740014525,1.8422737566024443,1.1510069444444444,17.307692307692307,0.0,0.0,0.0
SYNID0104346599,other,other,RETIRED,21.03,77.97,0.0,15.0,0.0,10.0,236585.0,6.0,880438.0,23658.5,146739.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,5.9333078703703706,4.243943416977946,6.000219907407407,18.75,1.0,0.0,0.0
SYNID0104346897,other,other,OTHER,17.04,47.18,9.0,29.0,0.0,24.0,1245622.29,17.0,834331.72,51900.92875,49078.33647058824,6.0,7.0,1.0,1.0,2.0,3.0,0.3333333333333333,5411,8.0,2.258783275462963,2.2985519864647954,1.6593518518518515,21.951219512195124,0.0,0.0,0.0
SYNID0104346948,BC,other,OTHER,19.21,50.25,2.0,35.0,0.0,64.0,8254769.0,21.0,1917868.0,128980.765625,91327.04761904762,15.0,10.0,1.0,12.0,36.0,18.0,0.2916666666666667,5814,2.0,1.0764066633597884,1.0791267590487137,0.8433043981481481,24.705882352941178,0.0,0.0,0.0
SYNID0104346981,AB,EDMONTON,STUDENT,14.13,21.78,0.0,13.0,10.0,122.0,978819.0,12.0,1065516.0,8023.106557377049,88793.0,40.0,11.0,1.0,16.0,94.0,34.0,0.1454545454545454,5814,0.0,0.6853523565859092,0.7094907722140135,0.5353819444444444,23.134328358208958,1.0,0.0,0.0
SYNID0104347141,MB,WINNIPEG,10019,2.78,34.94,10.0,23.0,3.0,47.0,323020.38,17.0,1610459.99,6872.774042553192,94732.94058823527,14.0,8.0,1.0,4.0,22.0,15.0,0.1538461538461538,5814,6.0,1.454326499118166,1.5855635384348257,0.9392013888888888,23.4375,1.0,0.0,0.0
SYNID0104347184,other,other,RETIRED,29.92,85.78,2.0,3.0,30.0,20.0,635634.0,17.0,1302625.0,31781.7,76625.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,5541,2.0,2.53088091563786,3.262888583200938,0.8847395833333334,18.91891891891892,1.0,0.0,0.0
SYNID0104347283,QC,MONTREAL,SELF_EMPLOYED,9.92,46.81,0.0,14.0,16.0,36.0,736368.0,15.0,1397768.0,20454.666666666668,93184.53333333334,9.0,7.0,1.0,5.0,16.0,14.0,0.1904761904761904,5411,0.0,1.7853465277777778,1.7418497734175054,1.173425925925926,21.568627450980397,0.0,0.0,0.0
SYNID0104347535,ON,MISSISSAUGA,OTHER,28.12,93.15,14.0,7.0,0.0,43.0,254675.95,7.0,598733.0,5922.696511627907,85533.28571428571,21.0,9.0,1.0,12.0,17.0,19.0,0.1724137931034483,5411,14.0,1.838093112244898,2.116789231502412,0.9970486111111112,22.0,0.0,0.0,0.0
SYNID0104347574,ON,other,RETIRED,32.62,73.75,0.0,0.0,4.0,3.0,75042.0,2.0,19023.0,25014.0,9511.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,other,0.0,13.706591435185183,17.740079369541697,7.195260416666667,20.0,0.0,0.0,0.0
SYNID0104347787,AB,CALGARY,OTHER,9.31,43.95,4.0,3.0,0.0,6.0,11249.0,6.0,215930.0,1874.8333333333333,35988.333333333336,3.0,4.0,1.0,0.0,2.0,2.0,0.5,5411,2.0,6.311604587542087,6.507530900746072,1.727291666666667,25.0,1.0,0.0,0.0
SYNID0104347838,AB,CALGARY,STUDENT,1.73,36.59,0.0,15.0,40.0,36.0,2163734.0,22.0,1362632.0,60103.72222222222,61937.81818181818,2.0,1.0,0.0,0.0,3.0,1.0,1.0,5814,0.0,1.605838815789474,1.6089768627794203,1.2888541666666666,25.86206896551724,0.0,0.0,0.0
SYNID0104348063,SK,other,OTHER,7.38,40.92,9.0,4.0,21.0,26.0,615727.1799999999,9.0,855316.0,23681.814615384614,95035.11111111112,7.0,4.0,1.0,0.0,0.0,0.0,0.0,N/A,9.0,2.6559194580610024,1.994503156593344,2.183958333333333,22.857142857142858,1.0,0.0,0.0
SYNID0104348317,BC,VANCOUVER,STUDENT,3.88,22.37,1.0,0.0,14.0,26.0,291387.0,10.0,464002.0,11207.192307692309,46400.2,4.0,6.0,1.0,0.0,16.0,8.0,0.3125,5814,0.0,2.585390873015873,3.03746666494782,1.6863425925925926,22.22222222222222,1.0,0.0,1.0
SYNID0104348367,other,other,RETIRED,30.62,95.81,0.0,27.0,3.0,18.0,1250496.0,12.0,463567.0,69472.0,38630.583333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,3.0916103927203067,2.8313510583189925,2.5201504629629627,23.33333333333333,0.0,0.0,0.0
SYNID0104348391,other,other,RETIRED,14.34,73.33,0.0,0.0,0.0,102.0,529581.0,4.0,546903.0,5191.970588235294,136725.75,30.0,11.0,1.0,14.0,92.0,30.0,0.1415094339622641,5411,0.0,0.8709055335097002,0.8796090983422802,0.6697222222222222,22.641509433962263,0.0,0.0,0.0
SYNID0104348501,other,other,UNEMPLOYED,14.33,20.42,5.0,16.0,35.0,44.0,949243.25,34.0,2939282.0,21573.710227272728,86449.4705882353,11.0,7.0,1.0,2.0,14.0,11.0,0.25,5814,5.0,1.1710131072631074,1.2556370333325588,0.6609953703703704,20.51282051282051,1.0,0.0,0.0
SYNID0104348520,BC,other,UNEMPLOYED,11.07,67.45,0.0,18.0,0.0,10.0,262926.0,8.0,1466658.0,26292.6,183332.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,5.311283360566449,3.239493354098583,5.291979166666667,16.666666666666664,0.0,0.0,0.0
SYNID0104348576,AB,EDMONTON,UNEMPLOYED,7.57,31.07,8.0,8.0,23.0,22.0,208905.0,23.0,936980.29,9495.681818181818,40738.27347826087,6.0,4.0,1.0,0.0,1.0,1.0,1.0,5542,8.0,1.9887644675925928,2.005264484624273,1.650636574074074,26.666666666666668,1.0,0.0,0.0
SYNID0104348684,BC,VANCOUVER,STUDENT,1.27,24.54,0.0,7.0,1.0,184.0,1731851.0,6.0,351708.0,9412.233695652174,58618.0,46.0,12.0,1.0,21.0,161.0,41.0,0.1703296703296703,5814,0.0,0.4815882814030962,0.5269391656463283,0.2832175925925926,21.052631578947366,0.0,0.0,0.0
SYNID0104348770,MB,WINNIPEG,UNEMPLOYED,4.91,60.72,0.0,10.0,0.0,6.0,55377.0,4.0,477699.0,9229.5,119424.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,8.111108539094651,8.846217558630052,4.649976851851852,20.0,0.0,0.0,0.0
SYNID0104348878,other,other,OTHER,5.23,39.49,0.0,0.0,0.0,1.0,2922.0,0.0,0.0,2922.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4816,0.0,1.329193984885621,1.3704641589763,0.8780815972222222,100.0,0.0,0.0,0.0
SYNID0104349259,NB,other,OTHER,2.92,27.23,0.0,16.0,32.0,233.0,2390164.0,28.0,1116081.0,10258.21459227468,39860.03571428572,45.0,11.0,1.0,36.0,176.0,45.0,0.1509433962264151,5814,0.0,0.3512451923076923,0.3782541637337938,0.2030208333333333,19.15708812260537,1.0,0.0,0.0
SYNID0104349273,ON,BRAMPTON,OTHER,7.83,47.52,0.0,9.0,13.0,9.0,392916.0,13.0,876692.0,43657.333333333336,67437.84615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,3.808767085537919,4.4381326382798765,2.5437962962962963,18.181818181818183,0.0,0.0,0.0
SYNID0104349298,ON,other,60010,4.58,49.56,5.0,38.0,3.0,233.0,3453076.66,25.0,2100775.43,14820.071502145924,84031.0172,48.0,13.0,1.0,37.0,170.0,44.0,0.1545893719806763,5814,5.0,0.355585864317625,0.3846493917670013,0.2169212962962963,19.76744186046512,1.0,0.0,0.0
SYNID0104349339,ON,other,OTHER,24.25,62.57,0.0,0.0,36.0,19.0,793786.0,17.0,234499.0,41778.21052631579,13794.058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.217216931216931,2.191321295299684,1.285625,19.444444444444446,0.0,0.0,0.0
SYNID0104349601,other,other,SELF_EMPLOYED,14.13,50.97,2.0,32.0,13.0,167.0,1677526.92,28.0,2734192.0,10045.07137724551,97649.71428571428,42.0,12.0,1.0,12.0,133.0,32.0,0.1793103448275862,5411,2.0,0.469523971458572,0.537903279976625,0.2878067129629629,20.0,1.0,0.0,0.0
SYNID0104349621,other,other,RETIRED,6.97,76.73,0.0,0.0,0.0,2.0,6055.0,0.0,0.0,3027.5,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.5,other,0.0,6.082048611111111,1.3704641589763,6.082048611111111,50.0,0.0,0.0,0.0
SYNID0104349642,ON,other,OTHER,14.13,68.02,0.0,10.0,0.0,8.0,3870203.0,15.0,3696646.0,483775.375,246443.06666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,3.863636363636364,3.290755979287788,3.652280092592593,26.08695652173913,1.0,0.0,0.0
SYNID0104349840,other,other,RETIRED,19.69,65.95,17.0,11.0,0.0,111.0,5775287.89,27.0,24123290.01,52029.62063063063,893455.1855555555,29.0,13.0,1.0,10.0,80.0,30.0,0.1777777777777777,5411,16.0,0.6581858272506083,0.6673938553234162,0.4583449074074074,21.73913043478261,1.0,0.0,0.0
SYNID0104350104,MB,WINNIPEG,OTHER,28.2,53.4,0.0,0.0,114.0,102.0,1826512.0,50.0,1653099.0,17906.980392156864,33061.98,14.0,10.0,1.0,6.0,32.0,20.0,0.2105263157894736,5411,0.0,0.6065072357125337,0.5909974694687089,0.4825578703703703,24.34210526315789,0.0,0.0,0.0
SYNID0104350267,AB,EDMONTON,UNEMPLOYED,14.13,37.43,0.0,23.0,1.0,16.0,302669.0,15.0,1096920.0,18916.8125,73128.0,4.0,5.0,1.0,1.0,6.0,7.0,0.1428571428571428,4816,0.0,3.035426311728395,2.5785937166271142,2.5710127314814817,22.58064516129032,0.0,0.0,0.0
SYNID0104350343,other,other,UNEMPLOYED,3.84,23.77,0.0,12.0,63.0,40.0,1008271.0,41.0,2172622.0,25206.775,52990.78048780488,4.0,4.0,1.0,1.0,5.0,5.0,0.3333333333333333,0,0.0,1.1401067708333332,1.136325426032747,0.9035243055555556,20.98765432098765,0.0,0.0,0.0
SYNID0104350648,ON,WINDSOR,SELF_EMPLOYED,20.63,65.5,1.0,17.0,10.0,215.0,2110750.0,19.0,1522180.0,9817.441860465116,80114.73684210527,49.0,12.0,1.0,34.0,168.0,40.0,0.198019801980198,5814,1.0,0.3941857912096645,0.4713328985206085,0.186724537037037,23.504273504273502,1.0,0.0,1.0
SYNID0104351062,other,other,RETIRED,36.73,63.47,0.0,3.0,0.0,12.0,121142.0,9.0,855399.0,10095.166666666666,95044.33333333331,4.0,4.0,0.0,4.0,3.0,5.0,0.4285714285714285,5812,0.0,4.065224537037038,4.68006430675565,2.013877314814815,23.809523809523807,1.0,0.0,0.0
SYNID0104351189,BC,other,11102,2.39,22.74,0.0,6.0,4.0,45.0,238793.0,4.0,153094.0,5306.511111111111,38273.5,18.0,8.0,1.0,4.0,35.0,22.0,0.1538461538461538,5411,0.0,1.8543870563271605,1.4787457793915657,1.7246585648148147,24.489795918367346,0.0,0.0,0.0
SYNID0104351402,other,other,10019,28.5,52.82,1.0,16.0,40.0,47.0,563869.0,33.0,1228230.0,11997.212765957447,37219.09090909091,10.0,7.0,1.0,5.0,16.0,12.0,0.2857142857142857,5814,0.0,1.1546872069854663,1.403161210640013,0.7316550925925925,20.0,1.0,0.0,0.0
