customer_id,kyc_type,province,city,industry_code,occupation_code,sales_cents,account_age,birth_business_age,total_transaction_count,transaction_count_ABM,transaction_count_Card,transaction_count_Cheque,transaction_count_EFT,transaction_count_EMT,transaction_count_Western Union,transaction_count_Wire,debit_transaction_count,debit_transaction_amount,credit_transaction_count,credit_transaction_amount,average_debit_transaction_amount,average_credit_transaction_amount,unique_transaction_cities,unique_transaction_provinces,multi_country_transactions,card_transaction_count,card_ecommerce_count,card_non_ecommerce_count,card_ecommerce_to_nonecommerce_ratio,card_mcc_diversity_count,card_top_mcc_weight,card_top_mcc,card_second_mcc,abm_transaction_count,abm_cash_count,abm_non_cash_count,abm_cash_to_non_cash_ratio,Debit_Amount_Total,Credit_Amount_Total,Averagetime_between_alltransaction,std_time_between_transactions,median_time_between_transactions,pct_transactions_top10_busiest_days
SYNID0107046017,individual,other,other,,OTHER,,28.42,81.53,35,0,0,0,35,0,0,0,13.0,361684.0,22.0,2318723.0,27821.846153846152,105396.5,0,0,0,,,,,,,,,,,,,361684.0,2318723.0,2.6176467184095857,2.382845092942471,2.141585648148148,22.857142857142858
SYNID0107046337,individual,AB,LEDUC,,11101,,3.28,24.81,31,1,15,0,8,6,0,1,21.0,277285.0,10.0,2179430.0,13204.047619047618,217943.0,10,8,1,15.0,2.0,13.0,0.15384615384615385,11.0,0.2,other,5310,1.0,1.0,0.0,,277285.0,2179430.0,3.0116689814814817,2.564288345081649,2.6067824074074073,19.35483870967742
SYNID0107046490,individual,other,other,,RETIRED,,28.45,,142,1,131,6,4,0,0,0,134.0,911585.0,8.0,742391.66,6802.873134328358,92798.9575,34,12,1,131.0,21.0,110.0,0.19090909090909092,35.0,0.16030534351145037,5814,5411,1.0,1.0,0.0,,911585.0,742391.66,0.6481868104806934,0.7009982672910495,0.48712962962962963,18.30985915492958
SYNID0107046864,individual,other,other,,10019,,1.54,52.58,12,0,12,0,0,0,0,0,12.0,120872.0,,,10072.666666666666,,7,6,1,12.0,2.0,10.0,0.2,11.0,0.16666666666666666,5812,0,,,,,120872.0,,5.113808922558923,4.020823295814856,3.850150462962963,16.666666666666664
SYNID0107046953,individual,other,other,,10019,,10.41,36.89,158,1,141,1,14,1,0,0,146.0,1313047.0,12.0,933620.0,8993.472602739726,77801.66666666667,34,12,1,141.0,15.0,126.0,0.11904761904761904,36.0,0.1702127659574468,5411,5814,1.0,1.0,0.0,,1313047.0,933620.0,0.5796063340410474,0.6495361639108613,0.2751388888888889,21.518987341772153
SYNID0107046989,individual,other,other,,63202,,3.91,60.06,11,0,3,0,0,8,0,0,11.0,170700.0,,,15518.181818181818,,1,3,1,3.0,0.0,3.0,0.0,3.0,0.3333333333333333,4899,5200,,,,,170700.0,,5.600925925925926,4.397702449798251,4.643038194444445,18.181818181818183
SYNID0107047066,individual,other,other,,SELF_EMPLOYED,,27.08,56.2,161,3,129,1,13,15,0,0,137.0,850378.0,24.0,3206231.59,6207.138686131387,133592.98291666666,42,13,1,129.0,25.0,104.0,0.2403846153846154,37.0,0.18604651162790697,5814,5411,3.0,2.0,1.0,2.0,850378.0,3206231.59,0.5704282407407407,0.6241082599540125,0.3306886574074074,22.36024844720497
SYNID0107047149,individual,AB,ST. ALBERT,,RETIRED,,,73.65,125,0,125,0,0,0,0,0,124.0,443971.0,1.0,52500.0,3580.4112903225805,52500.0,41,12,1,125.0,20.0,105.0,0.19047619047619047,31.0,0.2,5814,5411,,,,,443971.0,52500.0,0.7352440822879331,0.6581988424615621,0.6585821759259259,27.200000000000003
SYNID0107047288,individual,other,other,,SELF_EMPLOYED,,30.32,60.47,5,3,1,1,0,0,0,0,3.0,15871.63,2.0,28627.0,5290.543333333333,14313.5,2,3,0,1.0,0.0,1.0,0.0,1.0,1.0,5812,,3.0,2.0,1.0,2.0,15871.63,28627.0,22.474285300925924,15.512447449060799,20.681984953703704,20.0
SYNID0107047358,individual,AB,CALGARY,,OTHER,,15.39,34.26,107,0,98,0,3,6,0,0,100.0,831254.0,7.0,651920.0,8312.54,93131.42857142857,30,10,1,98.0,16.0,82.0,0.1951219512195122,31.0,0.21428571428571427,5814,0,,,,,831254.0,651920.0,0.8514160770440251,0.9061290550145434,0.6177430555555556,21.49532710280374
SYNID0107047500,individual,ON,CAMBRIDGE,,64409,,,33.28,145,2,63,0,18,62,0,0,103.0,2069398.0,42.0,1996716.5,20091.242718446603,47540.869047619046,19,9,1,63.0,10.0,53.0,0.18867924528301888,32.0,0.15873015873015872,5814,5411,2.0,1.0,1.0,1.0,2069398.0,1996716.5,0.6317160172325103,0.6496217975909298,0.47733796296296294,26.20689655172414
SYNID0107047866,individual,AB,EDMONTON,,41220,,30.62,58.0,74,7,1,14,12,40,0,0,31.0,346639.25,43.0,3217186.0,11181.911290322581,74818.27906976744,8,6,1,1.0,0.0,1.0,0.0,1.0,1.0,5812,,7.0,7.0,0.0,,346639.25,3217186.0,1.2520227676306444,1.2595526869463283,0.7879050925925926,21.62162162162162
SYNID0107048216,individual,ON,BRAMPTON,,65100,,13.05,50.1,140,0,68,0,26,46,0,0,101.0,1276939.0,39.0,2551051.0,12642.960396039603,65411.5641025641,17,12,1,68.0,15.0,53.0,0.2830188679245283,25.0,0.16176470588235295,5411,5814,,,,,1276939.0,2551051.0,0.6578015920596856,0.7283499726177353,0.42516203703703703,21.428571428571427
SYNID0107048488,individual,other,other,,RETIRED,,38.79,76.34,207,2,157,2,46,0,0,0,182.0,1663249.0,25.0,3768905.0,9138.73076923077,150756.2,44,11,1,157.0,25.0,132.0,0.1893939393939394,40.0,0.17197452229299362,5814,5411,2.0,2.0,0.0,,1663249.0,3768905.0,0.4450048880798274,0.49913325797403674,0.23063078703703704,24.637681159420293
SYNID0107048620,individual,AB,CALGARY,,11101,,13.51,27.19,64,0,19,1,31,13,0,0,42.0,1532556.0,22.0,1828518.0,36489.42857142857,83114.45454545454,8,7,1,19.0,2.0,17.0,0.11764705882352941,11.0,0.15789473684210525,5542,5814,,,,,1532556.0,1828518.0,1.4457883230452675,1.707074878189644,0.8559606481481481,25.0
SYNID0107049227,individual,ON,BRAMPTON,,RETIRED,,34.12,,55,2,37,2,14,0,0,0,47.0,270274.33,8.0,497192.0,5750.517659574469,62149.0,14,9,1,37.0,5.0,32.0,0.15625,19.0,0.16216216216216217,5814,5411,2.0,2.0,0.0,,270274.33,497192.0,1.6719682355967078,1.6748926892185274,1.2381770833333334,20.0
SYNID0107049276,individual,ON,THOROLD,,UNEMPLOYED,,24.54,40.36,65,16,11,0,16,22,0,0,49.0,1302084.3599999999,16.0,1159273.0,26573.15020408163,72454.5625,9,6,1,11.0,2.0,9.0,0.2222222222222222,10.0,0.18181818181818182,5411,0,16.0,15.0,1.0,15.0,1302084.3599999999,1159273.0,1.426102611400463,1.4819746291802933,1.1054224537037038,21.53846153846154
SYNID0107049304,individual,other,other,,RETIRED,,29.18,,89,0,0,2,71,16,0,0,48.0,1023108.0,41.0,4222120.0,21314.75,102978.53658536586,0,0,0,,,,,,,,,,,,,1023108.0,4222120.0,1.022712410563973,1.3405944445584537,0.5272800925925927,22.47191011235955
SYNID0107049324,individual,AB,FORT MCMURRAY,,SELF_EMPLOYED,,14.8,41.14,130,0,114,1,14,1,0,0,117.0,722993.0,13.0,1271266.0,6179.427350427351,97789.69230769231,28,12,1,114.0,23.0,91.0,0.25274725274725274,32.0,0.18421052631578946,5814,5411,,,,,722993.0,1271266.0,0.707380221791559,0.7749570545558173,0.43777777777777777,23.076923076923077
SYNID0107049376,individual,ON,BRACEBRIDGE,,OTHER,,8.25,,79,1,69,0,5,4,0,0,73.0,424130.0,6.0,418194.0,5810.0,69699.0,23,11,1,69.0,11.0,58.0,0.1896551724137931,26.0,0.13043478260869565,5814,5310,1.0,1.0,0.0,,424130.0,418194.0,1.1571889838556506,1.0587598773701947,0.9046122685185185,18.9873417721519
SYNID0107049420,individual,ON,SCARBOROUGH,,SELF_EMPLOYED,,4.98,25.58,372,0,352,0,2,18,0,0,364.0,2424511.0,8.0,300501.0,6660.744505494506,37562.625,64,15,1,352.0,61.0,291.0,0.20962199312714777,49.0,0.17045454545454544,5814,5411,,,,,2424511.0,300501.0,0.24577518219027655,0.2797747001415338,0.1328125,18.548387096774192
SYNID0107049479,individual,BC,LANGLEY,,10011,,11.11,53.79,21,0,0,0,11,10,0,0,14.0,433265.0,7.0,370270.0,30947.5,52895.71428571428,0,0,0,,,,,,,,,,,,,433265.0,370270.0,3.718750578703704,4.7179247539591715,2.164068287037037,19.047619047619047
SYNID0107049499,individual,other,other,,41220,,22.24,52.7,21,0,12,2,4,3,0,0,14.0,556267.0,7.0,600026.0,39733.357142857145,85718.0,6,5,1,12.0,1.0,11.0,0.09090909090909091,9.0,0.16666666666666666,5251,5541,,,,,556267.0,600026.0,3.8576730324074076,2.6601269993789933,3.272094907407407,14.285714285714285
SYNID0107049550,individual,other,other,,STUDENT,,10.72,31.65,36,0,10,0,8,18,0,0,27.0,560854.0,9.0,229721.0,20772.37037037037,25524.555555555555,4,4,1,10.0,3.0,7.0,0.42857142857142855,10.0,0.1,4111,4121,,,,,560854.0,229721.0,2.486973544973545,2.5648729984900696,1.9947222222222223,22.22222222222222
SYNID0107049758,individual,ON,SCARBOROUGH,,STUDENT,,1.29,27.7,20,1,9,3,6,1,0,0,17.0,325005.0,3.0,188193.0,19117.941176470587,62731.0,5,3,1,9.0,2.0,7.0,0.2857142857142857,8.0,0.2222222222222222,5921,5411,1.0,0.0,1.0,0.0,325005.0,188193.0,4.626150706627681,2.993154172298367,4.255613425925926,10.0
SYNID0107049790,individual,ON,KITCHENER,,STUDENT,,4.69,22.98,85,3,58,5,17,2,0,0,68.0,9220678.0,17.0,1459127.0,135598.20588235295,85831.0,22,9,1,58.0,7.0,51.0,0.13725490196078433,21.0,0.1896551724137931,5411,5814,3.0,2.0,1.0,2.0,9220678.0,1459127.0,1.0895534336419754,1.1378664030922123,0.661712962962963,23.52941176470588
SYNID0107049847,individual,ON,HAMILTON,,OTHER,,11.25,47.14,51,2,23,0,0,26,0,0,38.0,781918.0,13.0,637651.0,20576.78947368421,49050.07692307692,10,6,1,23.0,1.0,22.0,0.045454545454545456,12.0,0.21739130434782608,5814,5411,2.0,2.0,0.0,,781918.0,637651.0,1.8248141203703705,2.1893706606209276,0.8728645833333333,25.49019607843137
SYNID0107050671,individual,AB,EDMONTON,,90010,,8.59,45.97,10,0,2,0,0,8,0,0,8.0,36923.0,2.0,276872.0,4615.375,138436.0,2,2,1,2.0,0.0,2.0,0.0,2.0,0.5,5541,5812,,,,,36923.0,276872.0,9.00787037037037,7.214193590542933,7.9630324074074075,20.0
SYNID0107050685,individual,other,other,,UNEMPLOYED,,13.93,28.67,43,0,9,0,7,27,0,0,27.0,555703.0,16.0,739710.0,20581.59259259259,46231.875,7,5,1,9.0,1.0,8.0,0.125,9.0,0.1111111111111111,0,5310,,,,,555703.0,739710.0,2.0872624559082893,2.9454850166651196,0.9197858796296297,20.930232558139537
SYNID0107050843,individual,BC,VANCOUVER,,63200,,5.76,51.49,67,8,25,2,26,6,0,0,47.0,314492.94,20.0,3940187.0,6691.33914893617,197009.35,11,10,1,25.0,5.0,20.0,0.25,13.0,0.32,5814,5411,8.0,7.0,1.0,7.0,314492.94,3940187.0,1.3868243195847363,1.466532810716562,0.9093923611111111,17.91044776119403
SYNID0107051124,individual,ON,RICHMOND HILL,,OTHER,,21.99,28.01,119,9,69,0,19,22,0,0,92.0,1221546.66,27.0,936117.0,13277.681086956522,34671.0,24,10,1,69.0,10.0,59.0,0.1694915254237288,25.0,0.17391304347826086,5814,5411,9.0,9.0,0.0,,1221546.66,936117.0,0.7743587178279975,0.869325407125384,0.47695601851851854,26.89075630252101
SYNID0107051323,individual,ON,THORNHILL,,UNEMPLOYED,,14.71,53.83,92,7,8,0,21,56,0,0,47.0,1435649.15,45.0,2425339.0,30545.72659574468,53896.42222222222,8,6,1,8.0,1.0,7.0,0.14285714285714285,7.0,0.25,0,5411,7.0,5.0,2.0,2.5,1435649.15,2425339.0,0.9877191442816442,1.1516442191858736,0.7065625,21.73913043478261
SYNID0107051588,individual,ON,TORONTO,,95109,,3.27,41.89,142,1,106,6,28,1,0,0,126.0,1434822.0,16.0,2074872.0,11387.47619047619,129679.5,34,12,1,106.0,13.0,93.0,0.13978494623655913,36.0,0.1509433962264151,5411,5814,1.0,0.0,1.0,0.0,1434822.0,2074872.0,0.6474560021013922,0.7039882551985522,0.3362037037037037,22.535211267605636
SYNID0107051702,individual,ON,OTTAWA,,SELF_EMPLOYED,,28.71,62.81,23,3,1,6,8,5,0,0,18.0,674899.71,5.0,267509.0,37494.42833333333,53501.8,4,3,0,1.0,0.0,1.0,0.0,1.0,1.0,5541,,3.0,2.0,1.0,2.0,674899.71,267509.0,3.2332602062289566,2.6277246916330506,3.012690972222222,21.73913043478261
SYNID0107052022,individual,other,other,,OTHER,,33.25,60.47,158,1,111,1,12,33,0,0,123.0,1034569.41,35.0,2107703.0,8411.133414634147,60220.08571428571,28,12,1,111.0,20.0,91.0,0.21978021978021978,40.0,0.13513513513513514,5411,5814,1.0,1.0,0.0,,1034569.41,2107703.0,0.5788174539985845,0.5658457418539207,0.39988425925925924,25.31645569620253
SYNID0107052028,individual,ON,TORONTO,,OTHER,,7.53,51.46,25,0,25,0,0,0,0,0,25.0,352246.0,,,14089.84,,10,6,1,25.0,5.0,20.0,0.25,16.0,0.16,5814,5310,,,,,352246.0,,2.877241512345679,2.4507568247200764,2.27677662037037,24.0
SYNID0107052035,individual,other,other,,95109,,12.25,37.9,120,3,95,6,13,3,0,0,109.0,1600490.0,11.0,912240.75,14683.394495412844,82930.97727272728,33,11,1,95.0,16.0,79.0,0.20253164556962025,31.0,0.15789473684210525,5814,5411,3.0,3.0,0.0,,1600490.0,912240.75,0.7658385854341737,0.7775424574223296,0.5307060185185185,25.0
SYNID0107052068,individual,ON,HAMILTON,,OTHER,,25.08,43.66,26,4,6,0,4,12,0,0,18.0,175803.85,8.0,718357.0,9766.880555555555,89794.625,5,5,1,6.0,0.0,6.0,0.0,5.0,0.3333333333333333,5814,5251,4.0,4.0,0.0,,175803.85,718357.0,3.542294444444445,2.7503444748318966,3.383090277777778,23.076923076923077
SYNID0107052501,individual,other,other,,UNEMPLOYED,,9.92,50.9,4,0,0,0,4,0,0,0,1.0,273714.0,3.0,309546.0,273714.0,103182.0,0,0,0,,,,,,,,,,,,,273714.0,309546.0,20.66662422839506,19.566067493569648,21.479386574074073,25.0
SYNID0107052524,individual,ON,CHATHAM,,RETIRED,,33.75,81.59,76,2,2,11,6,55,0,0,38.0,1430040.0,38.0,2235876.0,37632.63157894737,58838.84210526316,2,3,1,2.0,1.0,1.0,1.0,2.0,0.5,5814,5968,2.0,2.0,0.0,,1430040.0,2235876.0,1.2139648148148148,1.1671416471188916,0.8032870370370371,19.736842105263158
SYNID0107052714,individual,other,other,,OTHER,,22.7,67.56,38,0,0,0,38,0,0,0,16.0,1041515.0,22.0,3223190.0,65094.6875,146508.63636363635,0,0,0,,,,,,,,,,,,,1041515.0,3223190.0,2.459436936936937,2.7425287784991066,1.2608796296296296,21.052631578947366
SYNID0107052733,individual,AB,SPRUCE GROVE,,10029,,21.1,57.68,50,1,25,3,16,5,0,0,37.0,405791.63,13.0,2511787.0,10967.341351351351,193214.38461538462,11,5,1,25.0,7.0,18.0,0.3888888888888889,14.0,0.12,4121,5541,1.0,1.0,0.0,,405791.63,2511787.0,1.7774317365835224,1.632132855427933,1.2719791666666667,22.0
SYNID0107052967,individual,ON,BRAMPTON,,SELF_EMPLOYED,,5.88,25.21,359,0,317,11,0,31,0,0,333.0,2539880.0,26.0,1983601.0,7627.267267267267,76292.34615384616,68,12,1,317.0,39.0,278.0,0.14028776978417265,54.0,0.17034700315457413,5814,5411,,,,,2539880.0,1983601.0,0.25462119154769297,0.2797626727860415,0.1384548611111111,20.61281337047354
SYNID0107052977,individual,BC,VICTORIA,,70010,,4.41,43.68,22,0,0,0,0,22,0,0,15.0,526543.0,7.0,259805.0,35102.86666666667,37115.0,0,0,0,,,,,,,,,,,,,526543.0,259805.0,4.279830798059964,2.67428591692425,3.9368287037037035,18.181818181818183
SYNID0107053132,individual,QC,QUEBEC,,OTHER,,1.99,,39,6,7,0,0,26,0,0,22.0,666462.62,17.0,512830.0,30293.755454545455,30166.470588235294,5,5,1,7.0,3.0,4.0,0.75,7.0,0.14285714285714285,0,4121,6.0,5.0,1.0,5.0,666462.62,512830.0,2.3078907772904484,2.2825083853063806,1.710445601851852,20.51282051282051
SYNID0107053339,individual,ON,TORONTO,,OTHER,,21.57,56.21,1,0,1,0,0,0,0,0,1.0,5884.0,,,5884.0,,1,1,0,1.0,0.0,1.0,0.0,1.0,1.0,5310,,,,,,5884.0,,,,,100.0
SYNID0107053393,individual,BC,VANCOUVER,,RETIRED,,36.25,67.08,76,1,58,1,3,13,0,0,66.0,1158250.0,10.0,528324.0,17549.242424242424,52832.4,21,12,1,58.0,6.0,52.0,0.11538461538461539,22.0,0.1896551724137931,5411,5814,1.0,1.0,0.0,,1158250.0,528324.0,1.2170412037037037,1.1246947990057512,0.8126041666666667,28.947368421052634
SYNID0107053408,individual,ON,TORONTO,,UNEMPLOYED,,16.26,,28,0,4,0,22,2,0,0,16.0,158473.0,12.0,1387507.0,9904.5625,115625.58333333333,3,3,0,4.0,0.0,4.0,0.0,4.0,0.25,0,5411,,,,,158473.0,1387507.0,3.18585219478738,3.829703003321446,1.1312962962962962,25.0
SYNID0107053654,individual,ON,BURLINGTON,,14100,,14.62,52.42,50,5,2,20,4,19,0,0,21.0,712385.74,29.0,1541633.75,33923.130476190476,53159.78448275862,4,6,1,2.0,0.0,2.0,0.0,2.0,0.5,0,5541,5.0,3.0,2.0,1.5,712385.74,1541633.75,1.8233491591080877,1.5899243344323943,1.4033912037037037,20.0
SYNID0107053760,individual,ON,WINDSOR,,RETIRED,,4.59,64.39,37,0,2,5,30,0,0,0,15.0,433886.0,22.0,2856938.0,28925.733333333334,129860.81818181818,2,2,0,2.0,0.0,2.0,0.0,2.0,0.5,5542,5814,,,,,433886.0,2856938.0,2.4838487011316874,3.068975314619263,1.0650694444444444,29.72972972972973
SYNID0107054064,individual,ON,ETOBICOKE,,UNEMPLOYED,,26.83,,85,0,66,0,9,10,0,0,76.0,963407.0,9.0,1049258.0,12676.407894736842,116584.22222222222,22,10,1,66.0,7.0,59.0,0.11864406779661017,25.0,0.18181818181818182,5814,5411,,,,,963407.0,1049258.0,1.0605931712962964,1.1414012181588253,0.7903935185185185,23.52941176470588
SYNID0107054093,individual,other,other,,UNEMPLOYED,,17.53,68.53,152,0,105,0,35,12,0,0,124.0,1918833.0,28.0,3354871.0,15474.459677419354,119816.82142857143,28,11,1,105.0,8.0,97.0,0.08247422680412371,29.0,0.1523809523809524,5411,5814,,,,,1918833.0,3354871.0,0.5800763428991906,0.7389511439167572,0.29246527777777775,19.736842105263158
SYNID0107054266,individual,other,other,,11101,,7.52,,137,2,88,0,9,38,0,0,115.0,2351667.0,22.0,1322941.0,20449.278260869567,60133.681818181816,27,12,1,88.0,19.0,69.0,0.2753623188405797,29.0,0.20454545454545456,5814,5411,2.0,2.0,0.0,,2351667.0,1322941.0,0.6691990059912855,0.7249813876143245,0.5494618055555556,26.277372262773724
SYNID0107054684,individual,other,other,,SELF_EMPLOYED,,29.1,,28,0,28,0,0,0,0,0,28.0,234505.0,,,8375.17857142857,,10,9,1,28.0,4.0,24.0,0.16666666666666666,14.0,0.25,5411,5814,,,,,234505.0,,3.1660018004115225,3.243848353848115,2.2144560185185185,14.285714285714285
SYNID0107054993,individual,AB,FORT MCMURRAY,,OTHER,,25.14,42.35,197,23,133,7,23,11,0,0,164.0,1211720.1099999999,33.0,1958495.0,7388.53725609756,59348.333333333336,36,12,1,133.0,27.0,106.0,0.25471698113207547,36.0,0.18796992481203006,5814,5411,23.0,21.0,2.0,10.5,1211720.1099999999,1958495.0,0.46781480300453515,0.5014063962968391,0.2797337962962963,21.82741116751269
SYNID0107055199,individual,AB,CALGARY,,14100,,24.98,32.71,143,1,31,0,91,20,0,0,91.0,1787962.0,52.0,5151494.0,19647.934065934067,99067.19230769231,11,8,1,31.0,5.0,26.0,0.19230769230769232,18.0,0.12903225806451613,5411,5814,1.0,1.0,0.0,,1787962.0,5151494.0,0.6408392018779343,0.7771325747000641,0.30515046296296294,22.377622377622377
SYNID0107055655,individual,ON,TORONTO,,OTHER,,32.13,61.69,138,1,133,0,4,0,0,0,134.0,763902.8200000001,4.0,317472.0,5700.767313432836,79368.0,33,12,1,133.0,29.0,104.0,0.27884615384615385,34.0,0.19548872180451127,5814,5411,1.0,1.0,0.0,,763902.8200000001,317472.0,0.6637076743714517,0.6618449950616941,0.4945023148148148,21.014492753623188
SYNID0107056149,individual,ON,KITCHENER,,SELF_EMPLOYED,,16.7,52.96,18,0,0,5,13,0,0,0,7.0,246868.0,11.0,1207394.0,35266.857142857145,109763.09090909091,0,0,0,,,,,,,,,,,,,246868.0,1207394.0,4.540433006535948,4.291342466902831,4.350555555555555,22.22222222222222
SYNID0107056683,individual,ON,BRAMPTON,,SELF_EMPLOYED,,28.18,,75,1,11,1,13,49,0,0,54.0,889638.0,21.0,1425102.0,16474.777777777777,67862.0,8,6,1,11.0,2.0,9.0,0.2222222222222222,9.0,0.2727272727272727,5814,0,1.0,1.0,0.0,,889638.0,1425102.0,1.239469625875876,1.3317497740493285,0.7920601851851852,22.666666666666664
SYNID0107056726,individual,ON,ETOBICOKE,,SELF_EMPLOYED,,20.17,66.26,20,0,0,0,20,0,0,0,12.0,261060.0,8.0,478959.0,21755.0,59869.875,0,0,0,,,,,,,,,,,,,261060.0,478959.0,3.7367970272904487,3.3892968813607136,3.555763888888889,20.0
SYNID0107057062,individual,SK,REGINA,,OTHER,,,,45,7,1,6,13,18,0,0,25.0,386057.67,20.0,2035432.0,15442.306799999998,101771.6,4,4,1,1.0,0.0,1.0,0.0,1.0,1.0,5814,,7.0,6.0,1.0,6.0,386057.67,2035432.0,2.0382475799663298,2.2856957446212527,1.3246759259259258,17.77777777777778
SYNID0107057264,individual,ON,THUNDER BAY,,7230,,18.62,27.68,73,5,12,32,13,11,0,0,40.0,1839495.75,33.0,4144102.0,45987.39375,125578.84848484848,8,6,1,12.0,2.0,10.0,0.2,8.0,0.25,5411,5814,5.0,5.0,0.0,,1839495.75,4144102.0,1.2638888888888888,1.39182313498144,0.7008449074074075,27.397260273972602
SYNID0107057312,individual,other,other,,RETIRED,,35.43,85.42,30,0,19,3,8,0,0,0,20.0,112576.0,10.0,1223302.0,5628.8,122330.2,9,6,1,19.0,3.0,16.0,0.1875,10.0,0.3157894736842105,5814,5411,,,,,112576.0,1223302.0,2.883647030651341,2.6438994496254415,1.8667013888888888,20.0
SYNID0107057436,individual,BC,VANCOUVER,,13100,,15.02,63.65,36,0,1,3,8,24,0,0,21.0,588571.0,15.0,1512581.0,28027.190476190477,100838.73333333334,1,1,0,1.0,0.0,1.0,0.0,1.0,1.0,5812,,,,,,588571.0,1512581.0,2.559835978835979,2.867087578509142,1.9864351851851851,19.444444444444446
SYNID0107057577,individual,ON,WINDSOR,,42202,,3.96,26.69,32,4,16,0,8,4,0,0,26.0,244893.0,6.0,704304.0,9418.961538461539,117384.0,6,6,1,16.0,0.0,16.0,0.0,8.0,0.25,5411,5814,4.0,4.0,0.0,,244893.0,704304.0,2.895554062126643,2.2291133598318202,1.9211805555555554,15.625
SYNID0107057766,individual,other,other,,STUDENT,,6.38,25.02,49,1,16,0,23,9,0,0,27.0,285745.0,22.0,1758189.0,10583.148148148148,79917.68181818182,8,7,1,16.0,2.0,14.0,0.14285714285714285,11.0,0.1875,5411,0,1.0,1.0,0.0,,285745.0,1758189.0,1.8688997395833333,1.641242119118596,1.5969618055555554,18.367346938775512
SYNID0107058034,individual,other,other,,72106,,22.98,77.73,8,1,1,0,6,0,0,0,4.0,60091.0,4.0,450508.0,15022.75,112627.0,2,1,0,1.0,0.0,1.0,0.0,1.0,1.0,5814,,1.0,1.0,0.0,,60091.0,450508.0,12.596479828042328,7.154668366272787,13.707476851851851,12.5
SYNID0107058218,individual,other,other,,RETIRED,,17.45,66.09,28,0,0,3,25,0,0,0,15.0,341600.0,13.0,1318766.0,22773.333333333332,101443.53846153847,0,0,0,,,,,,,,,,,,,341600.0,1318766.0,3.197998113854595,3.1152025914204096,2.9998032407407407,21.428571428571427
SYNID0107058223,individual,ON,OTTAWA,,10019,,3.07,24.83,270,16,226,0,13,15,0,0,245.0,1423825.83,25.0,572441.3,5811.534000000001,22897.652000000002,59,14,1,226.0,34.0,192.0,0.17708333333333334,49.0,0.13716814159292035,5411,5814,16.0,16.0,0.0,,1423825.83,572441.3,0.33617285384827206,0.3519640232364704,0.2165625,20.0
SYNID0107058288,individual,ON,LONDON,,RETIRED,,4.21,72.2,25,7,1,0,17,0,0,0,14.0,203127.13,11.0,1207815.51,14509.080714285714,109801.41,3,3,1,1.0,0.0,1.0,0.0,1.0,1.0,other,,7.0,6.0,1.0,6.0,203127.13,1207815.51,3.4878602430555556,3.978148171281013,2.1685185185185185,24.0
SYNID0107058455,individual,other,other,,11100,,30.31,,211,1,165,5,22,18,0,0,176.0,1235095.0,35.0,3971607.0,7017.585227272727,113474.4857142857,43,12,1,165.0,31.0,134.0,0.23134328358208955,39.0,0.16363636363636364,5411,5814,1.0,1.0,0.0,,1235095.0,3971607.0,0.43203025793650796,0.48916669318768136,0.2362789351851852,24.644549763033176
SYNID0107059481,individual,ON,TORONTO,,STUDENT,,,27.16,52,0,20,3,27,2,0,0,35.0,26558162.0,17.0,2146120.0,758804.6285714286,126242.35294117648,8,7,1,20.0,3.0,17.0,0.17647058823529413,13.0,0.15,5411,5814,,,,,26558162.0,2146120.0,1.7587779139433553,1.952480722766573,0.9935879629629629,23.076923076923077
SYNID0107059658,individual,other,other,,RETIRED,,33.75,,121,14,34,2,14,57,0,0,86.0,1814007.09,35.0,2868447.0,21093.10569767442,81955.62857142858,20,11,1,34.0,6.0,28.0,0.21428571428571427,17.0,0.29411764705882354,5814,5411,14.0,13.0,1.0,13.0,1814007.09,2868447.0,0.7579183063271605,0.6968559832943055,0.586730324074074,19.834710743801654
SYNID0107059706,individual,ON,ST CATHARINES,,6,,11.28,29.65,59,1,27,0,29,2,0,0,47.0,1397227.0,12.0,855206.0,29728.23404255319,71267.16666666667,12,9,1,27.0,1.0,26.0,0.038461538461538464,13.0,0.18518518518518517,5814,5310,1.0,1.0,0.0,,1397227.0,855206.0,1.5505086606002554,1.6537850893369055,0.9059664351851852,20.33898305084746
SYNID0107059963,individual,other,other,,OTHER,,13.71,30.21,88,9,17,5,17,40,0,0,52.0,839827.3200000001,36.0,2703158.35,16150.525384615386,75087.73194444444,11,7,1,17.0,0.0,17.0,0.0,9.0,0.4117647058823529,5814,5411,9.0,8.0,1.0,8.0,839827.3200000001,2703158.35,1.051474031502767,1.2213281117727015,0.6674189814814815,28.40909090909091
SYNID0107060063,individual,ON,BARRIE,,UNEMPLOYED,,2.25,27.87,191,12,120,0,24,35,0,0,161.0,1226358.33,30.0,1583306.0,7617.13248447205,52776.86666666667,28,12,1,120.0,32.0,88.0,0.36363636363636365,35.0,0.15,5814,5411,12.0,11.0,1.0,11.0,1226358.33,1583306.0,0.4814636330409357,0.4906765596081077,0.2863541666666667,24.083769633507853
SYNID0107060131,individual,AB,CALGARY,,10019,,32.36,63.29,76,22,27,0,16,11,0,0,54.0,662017.74,22.0,577572.23,12259.587777777777,26253.28318181818,15,9,1,27.0,3.0,24.0,0.125,13.0,0.2222222222222222,5411,5912,22.0,19.0,3.0,6.333333333333333,662017.74,577572.23,1.2143010802469136,1.140474322305615,0.9905555555555555,22.36842105263158
